StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q12,Q62,Q64,Q66,RatingBlock_DO
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,"I consent to the use of my responses in a summarized for form in research reports, presentations, and/or publications.",Please rate this passage on a scale of very liberal to very conservative.,Was this text AI-generated or human-generated?,How confident are you in your answer to the previous question on a scale of very confident to very unconfident?,Rating Block - Display Order
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID12""}","{""ImportId"":""QID62""}","{""ImportId"":""QID64""}","{""ImportId"":""QID66""}","{""ImportId"":""BL_23QdcfHiveEwWcC_DO""}"
12/12/2024 15:50,12/12/2024 15:50,Survey Preview,,100,17,TRUE,12/12/2024 15:50,R_7BQ0m5ItAbohZy0,,,,,42.3737,-71.1284,preview,EN,I Agree,Liberal,Human-generated,Neutral,Q98|Q74|Q62
12/12/2024 16:04,12/12/2024 16:05,IP Address,107.180.162.68,100,55,TRUE,12/12/2024 16:05,R_6QEDoIsieQ34ZrS,,,,,37.751,-97.822,anonymous,EN,I Agree,Very liberal,AI-generated,Very confident,Q98|Q74|Q62
12/12/2024 16:04,12/12/2024 16:05,IP Address,83.191.109.98,100,61,TRUE,12/12/2024 16:05,R_2ruHjSRORPnYzoO,,,,,57.7065,11.967,anonymous,EN,I Agree,Conservative,AI-generated,Somewhat unconfident,Q98|Q83|Q62
12/12/2024 16:04,12/12/2024 16:05,IP Address,213.134.183.17,100,49,TRUE,12/12/2024 16:05,R_22RNJQTz2J4KLay,,,,,52.2376,20.9937,anonymous,EN,I Agree,Neutral,AI-generated,Very confident,Q98|Q79|Q62
12/12/2024 16:04,12/12/2024 16:05,IP Address,83.31.176.234,100,23,TRUE,12/12/2024 16:05,R_8GqwLDCz2O59RYZ,,,,,51.2434,22.5487,anonymous,EN,I Agree,Conservative,Human-generated,Somewhat unconfident,Q98|Q69|Q62
12/12/2024 16:04,12/12/2024 16:05,IP Address,79.117.152.45,100,27,TRUE,12/12/2024 16:05,R_8VkbClgIFvCYOVr,,,,,42.8198,-1.6374,anonymous,EN,I Agree,Conservative,AI-generated,Very confident,Q98|Q74|Q62
12/12/2024 16:04,12/12/2024 16:05,IP Address,88.207.58.229,100,75,TRUE,12/12/2024 16:05,R_2MzLFFwBfZ6tmRQ,,,,,43.5098,16.4411,anonymous,EN,I Agree,Conservative,AI-generated,Somewhat confident,Q98|Q80|Q62
12/12/2024 16:05,12/12/2024 16:05,IP Address,85.243.140.252,100,29,TRUE,12/12/2024 16:05,R_2PYFUpKWiaugbYS,,,,,38.7584,-9.2495,anonymous,EN,I Agree,Liberal,AI-generated,Somewhat confident,Q98|Q89|Q62
12/12/2024 16:05,12/12/2024 16:05,IP Address,91.232.164.120,100,24,TRUE,12/12/2024 16:05,R_2CO6HO7jwS0SCgQ,,,,,50.1881,20.2803,anonymous,EN,I Agree,Liberal,Human-generated,Somewhat confident,Q98|Q85|Q62
12/12/2024 16:04,12/12/2024 16:05,IP Address,92.11.111.107,100,63,TRUE,12/12/2024 16:05,R_29TJdJwS8sPvBKx,,,,,51.4098,-0.0249,anonymous,EN,I Agree,Very conservative,Human-generated,Neutral,Q98|Q96|Q62
12/12/2024 16:05,12/12/2024 16:05,IP Address,189.157.67.150,100,39,TRUE,12/12/2024 16:05,R_3wnpaaCBAs8aPa1,,,,,22.1608,-100.9657,anonymous,EN,I Agree,Conservative,AI-generated,Somewhat confident,Q98|Q69|Q62
12/12/2024 16:05,12/12/2024 16:05,IP Address,75.152.219.25,100,25,TRUE,12/12/2024 16:05,R_5Y7isijMvmRyVuF,,,,,51.0455,-114.1988,anonymous,EN,I Agree,Conservative,Human-generated,Somewhat confident,Q98|Q91|Q62
12/12/2024 16:05,12/12/2024 16:05,IP Address,5.249.62.128,100,45,TRUE,12/12/2024 16:05,R_2P5bY3d7VKSg2rv,,,,,38.752,-9.2279,anonymous,EN,I Agree,Neutral,Human-generated,Neutral,Q98|Q82|Q62
12/12/2024 16:05,12/12/2024 16:05,IP Address,190.95.47.74,100,45,TRUE,12/12/2024 16:05,R_35XxYLtXAxOk2r8,,,,,-36.8335,-73.0487,anonymous,EN,I Agree,Conservative,Human-generated,Somewhat confident,Q98|Q93|Q62
12/12/2024 16:04,12/12/2024 16:06,IP Address,84.65.70.34,100,80,TRUE,12/12/2024 16:06,R_2b13fOAAwVbeuwh,,,,,51.532,0.0884,anonymous,EN,I Agree,Very conservative,Human-generated,Neutral,Q98|Q67|Q62
12/12/2024 16:05,12/12/2024 16:06,IP Address,80.102.138.232,100,23,TRUE,12/12/2024 16:06,R_2D5nc2QuG2fzICz,,,,,39.2796,-0.4296,anonymous,EN,I Agree,Liberal,Human-generated,Somewhat confident,Q98|Q80|Q62
12/12/2024 16:05,12/12/2024 16:06,IP Address,94.227.67.179,100,36,TRUE,12/12/2024 16:06,R_2zVpjxicpVwmbF7,,,,,51.024,4.4834,anonymous,EN,I Agree,Liberal,Human-generated,Somewhat confident,Q98|Q78|Q62
12/12/2024 16:05,12/12/2024 16:06,IP Address,86.40.233.10,100,29,TRUE,12/12/2024 16:06,R_2LCIvUKeHHApMHJ,,,,,51.7111,-8.5317,anonymous,EN,I Agree,Neutral,AI-generated,Somewhat unconfident,Q98|Q74|Q62
12/12/2024 16:05,12/12/2024 16:06,IP Address,191.113.255.156,100,39,TRUE,12/12/2024 16:06,R_54NuYrkKOxOwza2,,,,,-33.4521,-70.6536,anonymous,EN,I Agree,Neutral,Human-generated,Somewhat unconfident,Q98|Q94|Q62
12/12/2024 16:05,12/12/2024 16:06,IP Address,89.101.22.92,100,34,TRUE,12/12/2024 16:06,R_2Xnx1jr8fwuOxYZ,,,,,53.3499,-6.3568,anonymous,EN,I Agree,Liberal,Human-generated,Somewhat confident,Q98|Q97|Q62
12/12/2024 16:05,12/12/2024 16:06,IP Address,83.31.86.113,100,28,TRUE,12/12/2024 16:06,R_8vYBDoJaqdoZ73I,,,,,52.2296,21.0067,anonymous,EN,I Agree,Neutral,Human-generated,Neutral,Q98|Q80|Q62
12/12/2024 16:05,12/12/2024 16:06,IP Address,204.112.200.97,100,40,TRUE,12/12/2024 16:06,R_5QPBCJFwvAFrCeP,,,,,49.9514,-97.1133,anonymous,EN,I Agree,Very conservative,AI-generated,Neutral,Q98|Q15|Q62
12/12/2024 16:05,12/12/2024 16:06,IP Address,72.139.192.107,100,89,TRUE,12/12/2024 16:06,R_61i8lVa4O2S4Mh3,,,,,43.7387,-79.7271,anonymous,EN,I Agree,Neutral,Human-generated,Somewhat confident,Q98|Q91|Q62
12/12/2024 16:05,12/12/2024 16:06,IP Address,194.210.240.248,100,71,TRUE,12/12/2024 16:06,R_23vEeVgx4jP3Ft3,,,,,39.4703,-8.4504,anonymous,EN,I Agree,Liberal,AI-generated,Somewhat confident,Q98|Q77|Q62
12/12/2024 16:05,12/12/2024 16:06,IP Address,94.60.245.220,100,52,TRUE,12/12/2024 16:06,R_8fkstoYS3Dg27DA,,,,,41.1459,-8.6169,anonymous,EN,I Agree,Neutral,AI-generated,Somewhat unconfident,Q98|Q96|Q62
12/12/2024 16:05,12/12/2024 16:06,IP Address,98.180.211.229,100,40,TRUE,12/12/2024 16:06,R_5VDu5WzATHcTIF8,,,,,36.4691,-94.3219,anonymous,EN,I Agree,Very conservative,Human-generated,Neutral,Q98|Q75|Q62
12/12/2024 16:06,12/12/2024 16:06,IP Address,177.228.68.179,100,37,TRUE,12/12/2024 16:06,R_6S3YJO649HMwTIJ,,,,,29.1208,-110.838,anonymous,EN,I Agree,Liberal,AI-generated,Somewhat confident,Q98|Q80|Q62
12/12/2024 16:05,12/12/2024 16:06,IP Address,86.33.94.174,100,54,TRUE,12/12/2024 16:06,R_2L1MPPNRdbAQNQR,,,,,45.8293,15.9793,anonymous,EN,I Agree,Neutral,AI-generated,Neutral,Q98|Q82|Q62
12/12/2024 16:06,12/12/2024 16:06,IP Address,41.121.42.220,100,42,TRUE,12/12/2024 16:06,R_2KloDXuLz2Yy3lY,,,,,-25.7599,28.2604,anonymous,EN,I Agree,Very conservative,Human-generated,Very confident,Q98|Q89|Q62
12/12/2024 16:05,12/12/2024 16:06,IP Address,32.221.176.205,100,74,TRUE,12/12/2024 16:06,R_5rNVtS4jrLVLrEE,,,,,41.8237,-72.6212,anonymous,EN,I Agree,Neutral,Human-generated,Somewhat unconfident,Q98|Q76|Q62
12/12/2024 16:06,12/12/2024 16:06,IP Address,82.30.174.39,100,36,TRUE,12/12/2024 16:06,R_2abFQkwNCR56rmF,,,,,54.5396,-5.975,anonymous,EN,I Agree,Conservative,AI-generated,Somewhat confident,Q98|Q78|Q62
12/12/2024 16:05,12/12/2024 16:06,IP Address,78.147.9.59,100,59,TRUE,12/12/2024 16:06,R_2tFgxxWVI7kd5Ro,,,,,51.7328,-4.1158,anonymous,EN,I Agree,Conservative,Human-generated,Neutral,Q98|Q88|Q62
12/12/2024 16:05,12/12/2024 16:06,IP Address,152.174.221.112,100,62,TRUE,12/12/2024 16:06,R_1obyeBEUsSnqZp3,,,,,-27.3722,-70.3386,anonymous,EN,I Agree,Conservative,AI-generated,Somewhat confident,Q98|Q83|Q62
12/12/2024 16:05,12/12/2024 16:06,IP Address,83.6.28.181,100,100,TRUE,12/12/2024 16:06,R_2B8Pd7od8mrmRjP,,,,,53.7305,20.5055,anonymous,EN,I Agree,Very liberal,AI-generated,Somewhat unconfident,Q98|Q76|Q62
12/12/2024 16:05,12/12/2024 16:06,IP Address,84.225.148.41,100,80,TRUE,12/12/2024 16:06,R_2AYbawAKVn61LhG,,,,,47.5636,19.0947,anonymous,EN,I Agree,Conservative,Human-generated,Somewhat confident,Q98|Q70|Q62
12/12/2024 16:05,12/12/2024 16:07,IP Address,41.144.40.1,100,67,TRUE,12/12/2024 16:07,R_2OkSpAYKf6Cybhp,,,,,-29.8556,31.0449,anonymous,EN,I Agree,Neutral,AI-generated,Somewhat confident,Q98|Q85|Q62
12/12/2024 16:06,12/12/2024 16:07,IP Address,142.112.183.43,100,49,TRUE,12/12/2024 16:07,R_7n8aZFCG2RMuZzZ,,,,,42.9979,-81.2602,anonymous,EN,I Agree,Liberal,Human-generated,Somewhat confident,Q98|Q94|Q62
12/12/2024 16:05,12/12/2024 16:07,IP Address,86.162.222.132,100,65,TRUE,12/12/2024 16:07,R_2jJ7QzIPA96oC41,,,,,52.7068,-2.7641,anonymous,EN,I Agree,Very liberal,AI-generated,Neutral,Q98|Q84|Q62
12/12/2024 16:05,12/12/2024 16:07,IP Address,185.92.96.97,100,99,TRUE,12/12/2024 16:07,R_2MG9QVqDVHYm4Mw,,,,,38.731,-9.1373,anonymous,EN,I Agree,Neutral,Human-generated,Somewhat confident,Q98|Q73|Q62
12/12/2024 16:06,12/12/2024 16:07,IP Address,65.93.22.141,100,31,TRUE,12/12/2024 16:07,R_7sZJIfYbqTP92et,,,,,43.474,-80.554,anonymous,EN,I Agree,Conservative,AI-generated,Very confident,Q98|Q95|Q62
12/12/2024 16:06,12/12/2024 16:07,IP Address,93.66.99.209,100,35,TRUE,12/12/2024 16:07,R_2sVTfD2F27AWZ8t,,,,,45.4722,9.1922,anonymous,EN,I Agree,Neutral,AI-generated,Somewhat unconfident,Q98|Q76|Q62
12/12/2024 16:06,12/12/2024 16:07,IP Address,98.250.58.69,100,52,TRUE,12/12/2024 16:07,R_72wWZtfsnZeBUYF,,,,,42.6584,-83.2364,anonymous,EN,I Agree,Liberal,AI-generated,Somewhat confident,Q98|Q96|Q62
12/12/2024 16:06,12/12/2024 16:07,IP Address,190.101.161.118,100,62,TRUE,12/12/2024 16:07,R_7OL1JDqvAKe3BHb,,,,,-33.4521,-70.6536,anonymous,EN,I Agree,Neutral,AI-generated,Somewhat unconfident,Q98|Q92|Q62
12/12/2024 16:06,12/12/2024 16:07,IP Address,89.114.76.175,100,44,TRUE,12/12/2024 16:07,R_2xDUOn4rrLE8Qy7,,,,,41.5515,-8.4204,anonymous,EN,I Agree,Liberal,Human-generated,Somewhat confident,Q98|Q97|Q62
12/12/2024 16:06,12/12/2024 16:07,IP Address,86.137.87.38,100,62,TRUE,12/12/2024 16:07,R_2PbfienvxGaFl2b,,,,,53.9275,-3.0053,anonymous,EN,I Agree,Neutral,AI-generated,Somewhat confident,Q98|Q69|Q62
12/12/2024 16:06,12/12/2024 16:07,IP Address,37.201.145.245,100,60,TRUE,12/12/2024 16:07,R_2R4VVim69lv0TZD,,,,,51.7174,8.7411,anonymous,EN,I Agree,Conservative,Human-generated,Somewhat confident,Q98|Q94|Q62
12/12/2024 16:06,12/12/2024 16:07,IP Address,31.54.97.11,100,52,TRUE,12/12/2024 16:07,R_8JqNH9PVnSondfh,,,,,51.5667,-1.1985,anonymous,EN,I Agree,Conservative,Human-generated,Neutral,Q98|Q96|Q62
12/12/2024 16:06,12/12/2024 16:07,IP Address,37.188.83.135,100,67,TRUE,12/12/2024 16:07,R_8rQMN75i02R5z8J,,,,,47.1882,18.4089,anonymous,EN,I Agree,Conservative,AI-generated,Very confident,Q98|Q72|Q62
12/12/2024 16:06,12/12/2024 16:07,IP Address,148.71.196.193,100,63,TRUE,12/12/2024 16:07,R_8nTUj2UkH2AbHQg,,,,,41.177,-8.5612,anonymous,EN,I Agree,Very conservative,Human-generated,Very unconfident,Q98|Q67|Q62
12/12/2024 16:05,12/12/2024 16:07,IP Address,142.113.13.222,100,83,TRUE,12/12/2024 16:07,R_3pPooi5zemSDGT7,,,,,45.4408,-73.7779,anonymous,EN,I Agree,Liberal,Human-generated,Somewhat confident,Q98|Q76|Q62
12/12/2024 16:06,12/12/2024 16:07,IP Address,188.81.139.17,100,44,TRUE,12/12/2024 16:07,R_2cbyt07xttvrkyg,,,,,40.5373,-7.2657,anonymous,EN,I Agree,Conservative,AI-generated,Somewhat confident,Q98|Q70|Q62
12/12/2024 16:06,12/12/2024 16:07,IP Address,87.19.178.79,100,54,TRUE,12/12/2024 16:07,R_8pnnsEF8BtvWdeV,,,,,42.353,14.1636,anonymous,EN,I Agree,Neutral,AI-generated,Somewhat confident,Q98|Q79|Q62
12/12/2024 16:06,12/12/2024 16:07,IP Address,106.101.2.187,100,65,TRUE,12/12/2024 16:07,R_4S8qrX2znNwXbvo,,,,,37.5529,126.9502,anonymous,EN,I Agree,Neutral,AI-generated,Neutral,Q98|Q80|Q62
12/12/2024 16:07,12/12/2024 16:07,IP Address,41.121.42.220,100,23,TRUE,12/12/2024 16:07,R_2Wv5GMeHcXcfPA1,,,,,-25.7599,28.2604,anonymous,EN,I Agree,Very liberal,Human-generated,Neutral,Q98|Q90|Q62
12/12/2024 16:05,12/12/2024 16:07,IP Address,66.29.195.122,100,92,TRUE,12/12/2024 16:07,R_1MVXw4aNY6DdkzG,,,,,41.3187,-81.8318,anonymous,EN,I Agree,Conservative,AI-generated,Neutral,Q98|Q88|Q62
12/12/2024 16:06,12/12/2024 16:07,IP Address,62.83.170.187,100,68,TRUE,12/12/2024 16:07,R_2PIcwH74ksqqpBy,,,,,41.2229,1.5309,anonymous,EN,I Agree,Conservative,AI-generated,Somewhat confident,Q98|Q92|Q62
12/12/2024 16:06,12/12/2024 16:07,IP Address,212.15.176.169,100,75,TRUE,12/12/2024 16:07,R_23CMjA6O8AiSuP2,,,,,45.1653,15.5037,anonymous,EN,I Agree,Liberal,AI-generated,Somewhat confident,Q98|Q74|Q62
12/12/2024 16:06,12/12/2024 16:07,IP Address,24.244.23.29,100,48,TRUE,12/12/2024 16:07,R_7BPf1uCi8sbHN3r,,,,,49.2476,-123.1234,anonymous,EN,I Agree,Very liberal,Human-generated,Somewhat confident,Q98|Q96|Q62
12/12/2024 16:06,12/12/2024 16:07,IP Address,82.149.10.51,100,56,TRUE,12/12/2024 16:07,R_871C8bSlfLPocU1,,,,,46.5554,15.6465,anonymous,EN,I Agree,Conservative,Human-generated,Somewhat confident,Q98|Q67|Q62
12/12/2024 16:06,12/12/2024 16:07,IP Address,105.245.112.3,100,75,TRUE,12/12/2024 16:07,R_2m6bwt1lmtVbVkZ,,,,,-25.7599,28.2604,anonymous,EN,I Agree,Conservative,Human-generated,Somewhat unconfident,Q98|Q96|Q62
12/12/2024 16:05,12/12/2024 16:07,IP Address,95.93.199.115,100,115,TRUE,12/12/2024 16:07,R_2gBJTFihNmRdPcM,,,,,38.52,-8.8859,anonymous,EN,I Agree,Neutral,AI-generated,Somewhat confident,Q98|Q83|Q62
12/12/2024 16:06,12/12/2024 16:07,IP Address,46.120.182.232,100,76,TRUE,12/12/2024 16:07,R_20ZAbBx6StzUU9Z,,,,,32.1865,34.8726,anonymous,EN,I Agree,Liberal,Human-generated,Somewhat unconfident,Q98|Q83|Q62
12/12/2024 16:05,12/12/2024 16:07,IP Address,99.240.96.125,100,123,TRUE,12/12/2024 16:07,R_3ru6H0DOYP4lADL,,,,,43.877,-79.2262,anonymous,EN,I Agree,Very conservative,Human-generated,Somewhat confident,Q98|Q70|Q62
12/12/2024 16:06,12/12/2024 16:07,IP Address,189.172.178.76,100,88,TRUE,12/12/2024 16:07,R_53z4p6brKPSPko9,,,,,20.967,-89.6238,anonymous,EN,I Agree,Conservative,Human-generated,Very unconfident,Q98|Q70|Q62
12/12/2024 16:06,12/12/2024 16:07,IP Address,79.168.15.101,100,92,TRUE,12/12/2024 16:07,R_2M1omNn13gGlRLz,,,,,38.731,-9.1373,anonymous,EN,I Agree,Neutral,Human-generated,Neutral,Q98|Q92|Q62
12/12/2024 16:06,12/12/2024 16:07,IP Address,142.167.56.54,100,104,TRUE,12/12/2024 16:07,R_5S671OJtNGuR37r,,,,,44.6283,-63.5928,anonymous,EN,I Agree,Neutral,Human-generated,Somewhat confident,Q98|Q89|Q62
12/12/2024 16:06,12/12/2024 16:07,IP Address,93.172.162.75,100,110,TRUE,12/12/2024 16:07,R_4tPuK1DJJo1i3Gp,,,,,32.0803,34.7805,anonymous,EN,I Agree,Very conservative,Human-generated,Somewhat unconfident,Q98|Q85|Q62
12/12/2024 16:06,12/12/2024 16:07,IP Address,37.248.159.234,100,108,TRUE,12/12/2024 16:07,R_2DUMBJxBEqjs8P4,,,,,52.4211,16.9599,anonymous,EN,I Agree,Liberal,Human-generated,Somewhat unconfident,Q98|Q84|Q62
12/12/2024 16:05,12/12/2024 16:08,IP Address,194.152.27.43,100,158,TRUE,12/12/2024 16:08,R_8hA4EaZEzeU7miH,,,,,46.5554,15.6465,anonymous,EN,I Agree,Liberal,AI-generated,Somewhat confident,Q98|Q97|Q62
12/12/2024 16:06,12/12/2024 16:08,IP Address,86.161.39.195,100,76,TRUE,12/12/2024 16:08,R_21luSC2ogki8QGR,,,,,51.3997,-0.2515,anonymous,EN,I Agree,Liberal,AI-generated,Neutral,Q98|Q76|Q62
12/12/2024 16:06,12/12/2024 16:08,IP Address,162.156.86.117,100,80,TRUE,12/12/2024 16:08,R_3mgbD8Q9pDjd36w,,,,,49.2114,-124.0201,anonymous,EN,I Agree,Very liberal,Human-generated,Neutral,Q98|Q86|Q62
12/12/2024 16:06,12/12/2024 16:08,IP Address,41.150.48.11,100,74,TRUE,12/12/2024 16:08,R_27ot7hgE4eiWuY1,,,,,-25.7599,28.2604,anonymous,EN,I Agree,Neutral,Human-generated,Somewhat confident,Q98|Q82|Q62
12/12/2024 16:06,12/12/2024 16:08,IP Address,207.194.94.172,100,110,TRUE,12/12/2024 16:08,R_3lKcjMJxrYAKk1G,,,,,49.2958,-123.141,anonymous,EN,I Agree,Liberal,Human-generated,Somewhat unconfident,Q98|Q89|Q62
12/12/2024 16:06,12/12/2024 16:08,IP Address,188.167.250.70,100,113,TRUE,12/12/2024 16:08,R_8vbaAbT0mdXwza9,,,,,48.157,17.0915,anonymous,EN,I Agree,Neutral,AI-generated,Neutral,Q98|Q92|Q62
12/12/2024 16:06,12/12/2024 16:08,IP Address,142.127.4.147,100,123,TRUE,12/12/2024 16:08,R_3YPN0ruWluNe1qi,,,,,44.46,-79.5141,anonymous,EN,I Agree,Conservative,Human-generated,Somewhat unconfident,Q98|Q72|Q62
12/12/2024 16:06,12/12/2024 16:08,IP Address,197.184.165.150,100,99,TRUE,12/12/2024 16:08,R_2XtfXnXDvlsmlY5,,,,,-26.2309,28.0583,anonymous,EN,I Agree,Conservative,AI-generated,Somewhat confident,Q98|Q87|Q62
12/12/2024 16:06,12/12/2024 16:08,IP Address,86.144.55.210,100,121,TRUE,12/12/2024 16:08,R_8VUDOouXDMAlSg1,,,,,53.0674,-0.8225,anonymous,EN,I Agree,Liberal,AI-generated,Neutral,Q98|Q97|Q62
12/12/2024 16:07,12/12/2024 16:08,IP Address,109.203.162.109,100,82,TRUE,12/12/2024 16:08,R_2A0qq2k5Gu2FQzL,,,,,51.5074,-0.1196,anonymous,EN,I Agree,Very conservative,AI-generated,Somewhat confident,Q98|Q91|Q62
