StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q12,Q1
12/11/2024 18:25,12/11/2024 18:40,IP Address,41.198.152.251,100,882,TRUE,12/11/2024 18:40,R_8qDTHwXbi5Hb5HH,,,,,-26.2309,28.0583,anonymous,EN,I Agree,"Chris wright is strong supporter of oil and gas development, including fracking, a key pillar of the president-elect’s quest for U.S. 'energy dominance' in the global market. Wright has been one of the industry’s loudest voices against efforts to fight climate change, and he could give fossil fuels a boost, including quick action to end a year-long pause on natural gas export approvals by the Biden administration. The newly-elected president wrote that Wright 'has been a leading technologist and entrepreneur in Energy.' 'He has worked in Nuclear, Solar, Geothermal, and Oil and Gas,' Trump's statement said. 'Most significantly, Chris was one of the pioneers who helped launch the American Shale Revolution that fueled American Energy Independence, and transformed the Global Energy Markets and Geopolitics.'"""
12/11/2024 18:26,12/11/2024 18:41,IP Address,82.183.61.146,100,885,TRUE,12/11/2024 18:41,R_8n6nEK6CVs1e861,,,,,55.7037,13.1946,anonymous,EN,I Agree,"Chris wright is a tech entrepreneur and founder of Liberty Energy. He has experience in many field of energy production but most importantly he launched the american shale revolution and is a proponent of fossil fuel. He believes fosil fuel is the key factor to lift people out of poverty. Donald Trump has chosen Wright as secretary of energy and if Wright is confirmed by the Senate it will likely mean a 180 degrees turn from the policies of Jennifer Granholm, the current Secretary of Energy under the Biden administration. Granholm is an advocate of fosil free energy."
12/11/2024 18:26,12/11/2024 18:43,IP Address,141.138.38.116,100,1040,TRUE,12/11/2024 18:43,R_8Tnp9uery5kpzjx,,,,,45.8293,15.9793,anonymous,EN,I Agree,"President Trump recently commented on a new member of his administration - Christ Wright. Wright, CEO and founder of Liberty energy will occupy two roles at national level in energy sector. As a U.S. Secretary of energy he will also oversee concerns like aging nuclear weapons. According to the statements, he is interested in gas and oil development. He isn't really interested in renewable energy sources and prioritizes money over sustainability. He is proud of being against efforts to stop climate changes.. "
12/11/2024 18:38,12/11/2024 18:43,IP Address,105.245.167.193,100,291,TRUE,12/11/2024 18:43,R_8r0Z6F3YeNIypOY,,,,,-29.8556,31.0449,anonymous,EN,I Agree,"President-elect Trump has selected Chris Wright, CEO and founder of Liberty Energy, to lead the Department of Energy. Wright is a strong supporter of oil and gas development, including fracking, and has been a vocal critic of efforts to combat climate change. His appointment may signal a shift in the country's energy policy, with a focus on fossil fuels and  energy dominance. Wright's experience spans multiple energy sectors, including nuclear, solar, and geothermal.As Energy secretary, he will oversee the Department of Energy's various responsibilities, including energy diplomacy, the Strategic Petroleum Reserve, and national labs. Wright's selection has been announced by President-elect Trump, who praised his experience as a leading technologist and entrepreneur in Energy"
12/11/2024 18:28,12/11/2024 18:47,IP Address,188.251.153.90,100,1144,TRUE,12/11/2024 18:47,R_8kSyIIZoBmWunFg,,,,,41.1459,-8.6169,anonymous,EN,I Agree,"Donald Trump elected Chris Wright (and not White) as Energy secretary. This seems to be because not only is he well-known in the industry, but he also has the same beliefs, regarding climate change and energy production as Donald Trump himself. With this option Trump will be able to, more easily take over the Energy industry according to his own values and what he believes is best for the country, opposed to what happened when Jennifeer Granholm was the Energy secretary."
12/11/2024 18:28,12/11/2024 18:48,IP Address,187.169.63.193,100,1217,TRUE,12/11/2024 18:48,R_7XaEIptuu0dP5jH,,,,,19.3573,-99.0925,anonymous,EN,I Agree,"Chris Wright has been appointed by President-elect Donald Trump as the Secretary of Energy in his upcoming administration. As CEO of Liberty Energy, Wright advocates for fossil fuel development, including hydraulic fracturing, which aligns with Trump’s goal of U.S. ""energy dominance."" His appointment could signal a return to fossil fuels and the resumption of natural gas export approvals that were paused under Biden.  Wright founded Pinnacle Technologies, which advanced shale gas production, and argues that increasing fossil fuel output can help alleviate global poverty. However, environmental advocates have criticized him as a ""champion of dirty fossil fuels,"" warning this may hinder progress toward cleaner energy solutions. If confirmed, he will oversee U.S. energy policy, including nuclear energy and the Strategic Petroleum Reserve."
12/11/2024 18:31,12/11/2024 18:51,IP Address,165.16.171.233,100,1253,TRUE,12/11/2024 18:51,R_8ndxvKm2lM23MIA,,,,,-26.2309,28.0583,anonymous,EN,I Agree,"Chris Wright, the CEO of Liberty Energy, has been selected by President-elect Donald Trump to serve as the Energy Secretary. Wright is a **strong** advocate for oil and gas development, including fracking, and has been vocal against climate change mitigation efforts. His appointment aligns with Trump's vision for U.S. energy dominance and could lead to a boost in fossil fuel production. Wright's role will involve overseeing the Department of Energy's various responsibilities, including energy diplomacy, the Strategic Petroleum Reserve, and advancing energy technologies. If confirmed, he will replace Jennifer Granholm, who supported electric vehicles and renewable energy sources. Wright's extensive experience in the energy sector, including his contributions to the American Shale Revolution, positions him as a significant figure in shaping U.S. energy policy."
12/11/2024 18:51,12/11/2024 19:03,IP Address,120.22.115.33,100,751,TRUE,12/11/2024 19:03,R_4DUIjbLvWVFH2vO,,,,,-27.4437,153.0244,anonymous,EN,I Agree,"Chris Wright seems like a pretty good choice with president Trump writing that he has experience working in Nuclear, Solar, Geothermal, Oil and Gas. Also stating that 'Most significantly, Chris was one of the pioneers who helped launch the American Shale Revolution that fueled American Energy Independence, and transformed the Global Energy Markets and Geopolitics. Personally I think that he would be a much better choice as solar and wind are not exactly carbon free in terms of production and waste, Also our country is trying to move to solar now and we have some of the highest power prices globally, its disgusting."
12/12/2024 18:20,12/12/2024 18:21,IP Address,149.143.132.117,100,61,TRUE,12/12/2024 18:21,R_5JyedQqvRgIlw0V,,,,,37.751,-97.822,anonymous,EN,I Agree,"Chris Wright’s selection as the U.S. Secretary of Energy by President-elect Trump reflects his strong ties to the fossil fuel industry. As the CEO of Liberty Energy, Wright is known for his support of oil and gas development, including fracking, which aligns with Trump’s focus on achieving U.S. ""energy dominance."" Wright has been a vocal critic of efforts to combat climate change, positioning himself as a leader in the push for expanded fossil fuel production. His expertise spans various energy sectors, including nuclear, solar, and geothermal, and he is credited with helping launch the American Shale Revolution, which has significantly influenced global energy markets. In contrast to his predecessor Jennifer Granholm, who advocated for renewable energy, Wright’s stance could shift U.S. energy policies toward traditional energy sources. This appointment signals a continued push for fossil fuel-driven energy strategies under the new administration."
12/12/2024 18:21,12/12/2024 18:24,IP Address,209.20.236.58,100,160,TRUE,12/12/2024 18:24,R_5f2QVie0VNkT7MJ,,,,,37.751,-97.822,anonymous,EN,I Agree,"President-elect Trump has nominated Chris Wright, CEO and founder of Liberty Energy, to lead the Department of Energy in his administration. Wright's extensive background in various energy sectors, including nuclear, solar, geothermal, and fossil fuels, positions him as a prominent figure in the energy industry. Trump praised Wright as a pioneer of the American Shale Revolution, emphasizing his role in enhancing U.S. energy independence and reshaping global energy markets. If confirmed by the Senate, Wright will replace Jennifer Granholm, who has advocated for electric vehicles and renewable energy sources. Known for his strong support of oil and gas development, particularly fracking, Wright is expected to advance the administration's goal of achieving U.S. energy dominance. His selection signals a potential shift back toward fossil fuel prioritization and may lead to expedited approvals for natural gas exports that were paused under the Biden administration. As a self-described ""tech nerd turned entrepreneur,"" Wright promotes the idea that increased fossil fuel production can alleviate global poverty."
12/12/2024 18:27,12/12/2024 18:30,IP Address,137.155.40.241,100,171,TRUE,12/12/2024 18:30,R_663FaG6a3Xa9Z0N,,,,,37.751,-97.822,anonymous,EN,I Agree,"Chris Wright, the CEO of Liberty Energy, was selected by President-elect Donald Trump to serve as the Secretary of Energy in his administration. Wright is a strong advocate for fossil fuel development, including oil, gas, and fracking, aligning with Trump's vision of U.S. ""energy dominance."" His appointment reflects a commitment to bolstering traditional energy sectors, especially as Wright has been vocal in opposing climate change initiatives that could hinder fossil fuel production. Known for his role in the American Shale Revolution, Wright has been credited with helping to reshape global energy markets and enahance U.S. energy independence"
12/12/2024 18:31,12/12/2024 18:33,IP Address,139.171.217.184,100,130,TRUE,12/12/2024 18:33,R_5ky0mLQapmoWicN,,,,,37.751,-97.822,anonymous,EN,I Agree,"President-elect Trump announced that Chris Wright, the CEO and founder of Liberty Energy, will lead the Department of Energy in his new administration. Chris was one of the pioneers who helped launch the American Shale Revolution that fueled American Energy Independence, and transformed the Global Energy Markets and Geopolitics.'"". The Department of Energy handles U.S. energy diplomacy, administers the Strategic Petroleum Reserve - which Trump has said he wants to replenish - and runs grant and loan programs to advance energy technologies, such as the Loan Programs Office. "
12/12/2024 18:28,12/12/2024 18:39,IP Address,139.171.168.235,100,625,TRUE,12/12/2024 18:39,R_51BWkmCo6B3JRs4,,,,,37.751,-97.822,anonymous,EN,I Agree,"Chris Wright, CEO and founder of Liberty Energy, has been selected by President-elect Donald Trump to serve as the Secretary of Energy. Wright is a strong advocate for oil and gas development, including fracking, which aligns with Trump’s focus on achieving U.S. ""energy dominance"" globally. He is a prominent figure in the fossil fuel industry and has been vocal in opposing efforts to combat climate change. As Secretary, Wright will oversee key responsibilities such as energy diplomacy, managing the Strategic Petroleum Reserve, and advancing energy technologies through various grant and loan programs"
12/12/2024 18:41,12/12/2024 18:43,IP Address,139.171.171.45,100,117,TRUE,12/12/2024 18:43,R_6QN2nRLWZJ586V5,,,,,37.751,-97.822,anonymous,EN,I Agree,"Chris Wright, founder and CEO of Liberty Energy, has been selected by President-elect Trump to serve as the Secretary of Energy. Wright is known for his significant contributions to the American shale revolution, which played a key role in achieving U.S. energy independence and reshaping global energy markets. His appointment reflects Trump’s focus on “energy dominance,” prioritizing oil and gas development, including fracking. While Wright has experience in nuclear, solar, geothermal, and fossil fuel technologies, he is a strong advocate for expanding fossil fuel production and has been critical of climate change policies. This marks a departure from the renewable energy priorities of outgoing Energy Secretary Jennifer Granholm. If confirmed, Wright will oversee the Department of Energy’s responsibilities, including managing the Strategic Petroleum Reserve, nuclear waste disposal, and the operation of national laboratories. His leadership is expected to support fossil fuel growth while shifting away from renewable energy initiatives."
12/12/2024 18:40,12/12/2024 18:43,IP Address,142.173.94.231,100,219,TRUE,12/12/2024 18:43,R_1ncIeOqi8xiI33I,,,,,37.751,-97.822,anonymous,EN,I Agree,"Chris Wright's selection as the U.S. Secretary of Energy marks a significant shift in energy policy under President-elect Trump's administration. Wright, the CEO and founder of Liberty Energy, is a staunch advocate for fossil fuel development, particularly oil and gas, and has been a vocal supporter of fracking. He is credited with playing a key role in the American Shale Revolution, which contributed to the U.S. achieving energy independence. His appointment signals a commitment to expanding fossil fuel production, which aligns with Trump’s goal of achieving ""energy dominance"" in global markets. Wright's background in nuclear, solar, geothermal, and oil and gas technologies positions him as a versatile leader, though his stance on climate change and fossil fuels contrasts with the more environmentally focused policies of his predecessor, Jennifer Granholm. If confirmed, Wright will oversee not only energy innovation but also the management of the U.S. nuclear weapons complex and the nation's energy reserves."
12/12/2024 18:41,12/12/2024 18:45,IP Address,139.171.168.1,100,202,TRUE,12/12/2024 18:45,R_69drFZrR9YFZtdf,,,,,37.751,-97.822,anonymous,EN,I Agree,"Chris Wright, the CEO and founder of Liberty Energy, was announced by President-elect Donald Trump as his choice for Secretary of Energy. Wright is a prominent figure in the energy industry, particularly known for his role in the American Shale Revolution, which significantly contributed to U.S. energy independence. His experience spans nuclear, solar, geothermal, and fossil fuel sectors, including oil and gas. As Energy Secretary, Wright would oversee U.S. energy diplomacy, nuclear weapons management, and advanced energy technologies."
12/12/2024 18:44,12/12/2024 18:46,IP Address,142.173.94.234,100,146,TRUE,12/12/2024 18:46,R_6Cyv9nlnKofzoMt,,,,,37.751,-97.822,anonymous,EN,I Agree,"Chris Wright's selection as the U.S. Secretary of Energy marks a significant shift in energy policy under President-elect Trump's administration. Wright, the CEO and founder of Liberty Energy, is a staunch advocate for fossil fuel development, particularly oil and gas, and has been a vocal supporter of fracking. He is credited with playing a key role in the American Shale Revolution, which contributed to the U.S. achieving energy independence. His appointment signals a commitment to expanding fossil fuel production, which aligns with Trump’s goal of achieving ""energy dominance"" in global markets. Wright's background in nuclear, solar, geothermal, and oil and gas technologies positions him as a versatile leader, though his stance on climate change and fossil fuels contrasts with the more environmentally focused policies of his predecessor, Jennifer Granholm. If confirmed, Wright will oversee not only energy innovation but also the management of the U.S. nuclear weapons complex and the nation's energy reserves."
12/12/2024 18:45,12/12/2024 18:50,IP Address,149.143.142.3,100,289,TRUE,12/12/2024 18:50,R_7KGE0Qt0slhfNds,,,,,37.751,-97.822,anonymous,EN,I Agree,"Donald Trump’s choice for Energy secretary, is a strong supporter of oil and gas devloPresident-elect Trump announced that Chris Wright, the CEO and founder of Liberty Energy, will lead the Department of Energy in his new administration. 'I am thrilled to announce that Chris Wright will be joining my Administration as both United States Secretary of Energy, and Member of the newly formed Council of National Energy,'pment, including fracking, a key pillar of the president-elect’s quest for U.S. 'energy dominance' in the global market. Wright has been one of the industry’s loudest voices against efforts to fight climate change, and he could give fossil fuels a boost, including quick action to end a year-long pause on natural gas export approvals by the Biden administration."
12/12/2024 18:50,12/12/2024 18:56,IP Address,142.173.94.246,100,394,TRUE,12/12/2024 18:56,R_7UhYmODfMhLQeuA,,,,,37.751,-97.822,anonymous,EN,I Agree,"President-elect Donald Trump said on Saturday he picked oil executive Chris Wright to be the secretary of energy, a role in which he's likely to promote fossil fuel development and reverse many Biden-era initiatives.  ""As Secretary of Energy, Chris will be a key leader, driving innovation, cutting red tape, and ushering in a new 'Golden Age of American Prosperity and Global Peace,'"" Trump said in a statement."
12/12/2024 18:53,12/12/2024 18:58,IP Address,27.7.113.49,100,327,TRUE,12/12/2024 18:58,R_4dDNHQ02ACk2c17,,,,,12.9634,77.5855,anonymous,EN,I Agree,"Chris Wright, the founder of Liberty Energy has been selected by Trump as the Secretary of Energy. He is known to be pro-fracking, and supports oil and gas development and is expected to expedite the pause on natural gas export approvals which had taken a backseat in the previous administration. He thinks that will lift the population out of poverty all around the globe. He replaces Jennifer Granholm who had been a supporter of electric vehicles and carbon-free technologies. The contrasting personalities and belief system could bring in drastic changes in the energy sector."
12/12/2024 18:59,12/12/2024 19:05,IP Address,108.32.56.14,100,358,TRUE,12/12/2024 19:05,R_6CxcE3qlYLrDx2n,,,,,40.3767,-80.0807,anonymous,EN,I Agree,"Chris Wright may have Trump's backing for this position, but that doesn't mean that he knows what he is in for.  Overseeing a government agency is hard work; it's not for the weak and unexperienced.  Mr. Wright doesn't have any government experience to understand how programs work.  He will need to ensure that he does understand how to run a fairly large agency and ensure that what he promises to do will come to fruition.  If he is going to be successful, he needs to ensure that most people will benefit from his fracking plans.  We will have to see how he fares in this new position in the coming new year."
12/12/2024 18:58,12/12/2024 19:10,IP Address,117.222.143.1,100,744,TRUE,12/12/2024 19:10,R_4ni8LSsCdDrbNi5,,,,,12.8996,80.2209,anonymous,EN,I Agree,"Selecting Chris Wright as the Energy Secretary of US is the wise move by Trump. Because he is a good supporter of oil and gas development. This appointment indicates that it could be a continuation of the policies seen during the Trump administration, which favored deregulation, fossil fuel production, and energy independence. Wright has clear vision about climate change and fossil fuels. His clear vision of eradication of poverty through more fossil fuel production may happen under the guidance of Chris Wright. On the whole, Chris Wright is a good choice by Trump. "
12/12/2024 19:11,12/12/2024 19:13,IP Address,36.255.17.184,100,106,TRUE,12/12/2024 19:13,R_47fHmgmOzhLwieJ,,,,,11.3458,77.7334,anonymous,EN,I Agree,"Chris Wright, the CEO and founder of Liberty Energy, has been chosen by President-elect Donald Trump to serve as the United States Secretary of Energy. Wright, a prominent figure in the energy sector, has extensive experience in nuclear, solar, geothermal, and oil and gas technologies. Notably, he played a pivotal role in launching the American Shale Revolution, which contributed significantly to U.S. energy independence and reshaped global energy markets. A strong advocate for fossil fuel development, Wright is expected to align with Trump's goal of achieving U.S. energy dominance in the global market, particularly through fracking and expanded natural gas exports. If confirmed, he will oversee key functions of the Department of Energy, including the Strategic Petroleum Reserve, 17 national labs, and the U.S. nuclear weapons complex. Wright's selection marks a stark contrast to his predecessor, Jennifer Granholm, who prioritized renewable energy and carbon-free technologies. His leadership may signal a shift towards bolstering traditional energy sources and reducing climate change mitigation efforts."
12/12/2024 19:04,12/12/2024 19:15,IP Address,106.51.149.28,100,663,TRUE,12/12/2024 19:15,R_4L0xuA6uyjf6hRk,,,,,9.9327,78.1141,anonymous,EN,I Agree,"Chris Wright, CEO and founder of Liberty Energy, has been chosen by President-elect Donald Trump to serve as the Secretary of Energy and a member of the newly formed Council of National Energy. Wright is recognized for his leadership in the energy sector, particularly his role in the American shale revolution, which advanced U.S. energy independence and reshaped global energy markets. A strong proponent of oil and gas development, including fracking, Wright aligns with Trump's focus on achieving U.S. ""energy dominance"" in the global arena. He has expressed opposition to climate change mitigation efforts and advocates for increased fossil fuel production as a means to combat poverty worldwide. If confirmed, Wright will oversee key responsibilities, including the Strategic Petroleum Reserve, nuclear energy waste management, and the operations of 17 national laboratories. His appointment signals a shift in priorities from the clean energy policies championed by outgoing Energy Secretary Jennifer Granholm, with a likely emphasis on expanding fossil fuel production and relaxing regulations on natural gas exports. Wright’s leadership could significantly influence the trajectory of U.S. energy policy in favor of traditional energy sources."
12/12/2024 19:14,12/12/2024 19:36,IP Address,77.111.246.19,100,1344,TRUE,12/12/2024 19:36,R_1sXlIeeTJWbfylX,,,,,37.751,-97.822,anonymous,EN,I Agree,"President-elect Trump has chosen Chris Wright, the CEO and founder of Liberty Energy, to be the next Secretary of Energy. Wright is known for his work in the American Shale Revolution and has experience in various energy sectors, including nuclear, solar, geothermal, and oil and gas. If the Senate confirms him, Wright will replace Jennifer Granholm, who supported electric vehicles and renewable energy. Wright is a strong supporter of oil and gas development, especially fracking, and has spoken against efforts to fight climate change. His appointment aligns with Trump's goal of U.S. energy dominance and could lead to changes in policies on natural gas exports and fossil fuel production."
12/12/2024 19:50,12/12/2024 19:55,IP Address,27.60.173.6,100,303,TRUE,12/12/2024 19:55,R_431D4TK1vwROP3l,,,,,12.8996,80.2209,anonymous,EN,I Agree,"President-elect Donald Trump has announced Chris Wright, CEO and founder of Liberty Energy, as his pick for Energy Secretary. Wright, a prominent advocate of fossil fuel development and a pioneer of the American shale revolution, aligns closely with Trump’s vision of achieving U.S. ""energy dominance"" in global markets. Known for his vocal opposition to climate change initiatives, Wright promotes increased fossil fuel production as a means of alleviating global poverty. If confirmed, he will replace Jennifer Granholm, who championed renewable energy and electric vehicles during her tenure. The Department of Energy under Wright would likely focus on boosting oil and gas production, including lifting restrictions on natural gas exports and replenishing the Strategic Petroleum Reserve. In addition to his fossil fuel expertise, Wright has experience in nuclear, solar, and geothermal energy, suggesting a multifaceted understanding of energy technologies. His leadership will also extend to managing the U.S. nuclear weapons complex and overseeing national energy labs."
12/12/2024 18:55,12/12/2024 20:17,IP Address,174.51.230.114,100,4898,TRUE,12/12/2024 20:17,R_1o565hBE8fQnJ19,,,,,39.7593,-104.9651,anonymous,EN,I Agree,Chris Wright was named by Donald Trump as the  United States Secretary of Energy. Wright is CEO and founder of LIberty Energy. He is a strong supporter of oil and gas development. This includes use of fracking. Wright is an opponent of efforts to fight climate change.
12/12/2024 20:13,12/12/2024 20:20,IP Address,27.7.113.49,100,412,TRUE,12/12/2024 20:20,R_4rcVUk3kxzPHYJ3,,,,,12.9634,77.5855,anonymous,EN,I Agree,"Trump chose Chris Wright, the founder and CEO of Liberty Energy as the US Secretary of Energy and Member of the Council of National Energy. The technologist and entrepreneur has experience in Nuclear, Solar, Geothermal, Oil and Gas and launched the American Shale Revolution. He will help run grant and loan programs and will be replacing Jennifer Granholm who by contrast was a proponent of carbon-free energy. Wright who is against fighting climate change could take quick actions to permit natural gas export approvals and to promote fossil fuel production which he thinks could lift people out of poverty around the globe."
12/12/2024 20:19,12/12/2024 20:30,IP Address,117.222.143.1,100,662,TRUE,12/12/2024 20:30,R_4l4w8wIyK3dl3jV,,,,,12.8996,80.2209,anonymous,EN,I Agree,"Donald Trump is giving place to Chris Wright in his administration. He is the one who strongly opposes climate change and global warming. Even though he doesn't have any political knowledge, he has written extensively on the need for more fossil fuel production to lift people out of poverty. He connects fossil production with poverty eradication.  He will stand in the side of Trump, who has the vision of achieving US energy dominance. Choosing Wright for that position will make US as a great nation in the world."
12/12/2024 20:32,12/12/2024 20:48,IP Address,49.204.237.238,100,962,TRUE,12/12/2024 20:48,R_42AqTU6W0jZgAIN,,,,,17.6774,83.2036,anonymous,EN,I Agree,"It could be a strong commitment from Donal Trump end to select Chris Wight as secretary of Energy. Christ leadership in sector of energy improve overall industry including solar, nuclear, oil and gas, etc. It is trump's aspiration to move forward and reverse Joe Biden's energy policies which may be harmful for US in coming future, Wright's stance on fossil fuel boost improve the economy of US and the energy production going to to increase and have positive impact on climate change and ultimately improve US global presence. The people of US is looking forward for a great improvement of energy under Chris Wright leadership."
12/12/2024 20:50,12/12/2024 20:51,IP Address,36.255.17.184,100,58,TRUE,12/12/2024 20:51,R_4MAsbFGqndQWCEd,,,,,11.3458,77.7334,anonymous,EN,I Agree,"Chris Wright, the CEO and founder of Liberty Energy, has been selected by President-elect Donald Trump to serve as the United States Secretary of Energy. Wright is recognized for his extensive experience in nuclear, solar, geothermal, and oil and gas industries, as well as his pivotal role in the American Shale Revolution, which significantly advanced U.S. energy independence and reshaped global energy markets. As a strong advocate for fossil fuel development, including fracking, Wright's appointment aligns with Trump's goal of achieving U.S. energy dominance on a global scale. His leadership may prioritize increasing fossil fuel production, potentially reversing the year-long pause on natural gas export approvals imposed by the previous administration. If confirmed by the Senate, Wright will oversee critical responsibilities of the Department of Energy, including managing the Strategic Petroleum Reserve, administering energy grants and loans, and overseeing 17 national labs. His approach is expected to differ from his predecessor, Jennifer Granholm, who emphasized renewable energy and carbon-free technologies. Wright's vision includes using fossil fuels to alleviate global poverty, reflecting a broader shift in energy policy under the new administration."
12/12/2024 20:36,12/12/2024 20:54,IP Address,103.70.199.42,100,1063,TRUE,12/12/2024 20:54,R_4NUFZfrndaTeYah,,,,,10.516,76.2157,anonymous,EN,I Agree,The selection of Chris Wright as the Energy secretary by trump is definitely a bold move. Wrights opinion on fossil fuels and climate change does raise some questions but his track record is undeniable. It is also to be seen that Wright was one of the pioneers of American Shale Revolution that helped America become energy independent. Although fossil fuel production has helped people lift out of poverty its effects on climate change should not be ignored. Wrights policies may help the petroleum industry but also will cause problems in the future. While Chris Wright may be a worthy candidate for the post certain things should be kept in check. 
12/12/2024 20:46,12/12/2024 21:02,IP Address,106.216.196.151,100,977,TRUE,12/12/2024 21:02,R_4eeKr0V1gWNrruN,,,,,17.3724,78.4378,anonymous,EN,I Agree,"Donald Trump decision on making Chris Wright as the Energy Secretary is welcoming, as Wright has the ability to lead the industry how he previously worked on nuclear, solar, geothormal, oil and gas industry and proved himself. Now this is the turn to overturn the policies of Joe Biden governance and improve this sector to next level where we can able to tackle energy shortage, improve the global market, improve our own economy and last but not the least improve climate. Wright's pro fossil fuel stance surely improve traditional energy industries. "
